,date,value,index_name,index_description,unit,phase,phase_description,event,event_description
212,2012-03-01,-0.77,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
287,2012-04-01,-0.59,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
362,2012-05-01,-0.52,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
437,2012-06-01,-0.39,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
512,2012-07-01,-0.26,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
587,2012-08-01,0.08,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
662,2012-09-01,0.21,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
737,2012-10-01,0.31,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
812,2012-11-01,0.3,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
887,2012-12-01,0.06,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
63,2013-01-01,-0.08,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
138,2013-02-01,-0.19,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
213,2013-03-01,-0.37,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
288,2013-04-01,-0.27,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
363,2013-05-01,-0.23,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
438,2013-06-01,-0.2,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
513,2013-07-01,-0.24,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
588,2013-08-01,-0.18,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
663,2013-09-01,-0.11,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
738,2013-10-01,-0.04,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
813,2013-11-01,0.04,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
888,2013-12-01,-0.06,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
64,2014-01-01,-0.18,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
139,2014-02-01,0.07,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
214,2014-03-01,0.28,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
289,2014-04-01,0.35,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
364,2014-05-01,0.53,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
439,2014-06-01,0.39,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
514,2014-07-01,0.14,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
589,2014-08-01,0.25,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
664,2014-09-01,0.39,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
739,2014-10-01,0.48,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
814,2014-11-01,0.73,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
889,2014-12-01,0.76,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
65,2015-01-01,0.75,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
140,2015-02-01,0.87,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
215,2015-03-01,0.9,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
290,2015-04-01,0.98,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
365,2015-05-01,0.94,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
440,2015-06-01,0.92,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
515,2015-07-01,0.88,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
590,2015-08-01,0.99,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
665,2015-09-01,1.06,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
740,2015-10-01,1.08,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
815,2015-11-01,1.44,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
890,2015-12-01,1.37,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
66,2016-01-01,1.22,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
141,2016-02-01,1.22,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
216,2016-03-01,1.07,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
291,2016-04-01,0.74,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
366,2016-05-01,0.53,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase calida persiste durante al menos 5 meses consecutivos
441,2016-06-01,0.39,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
516,2016-07-01,0.15,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
591,2016-08-01,-0.06,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
666,2016-09-01,-0.25,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
741,2016-10-01,-0.44,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
816,2016-11-01,-0.46,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
891,2016-12-01,-0.19,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
67,2017-01-01,-0.16,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
142,2017-02-01,-0.09,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
217,2017-03-01,-0.03,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
292,2017-04-01,0.06,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
367,2017-05-01,0.19,Niño 4,Índice Niño 4:Anomalías de la TSM promediadas sobre la región NINO4 5°Norte-5°Sur; 160°Este-150°Oeste (la mayor parte occidental de los índices Niño). TSM totales también disponibles para esta región. Calculado a partir del NOAA ERSST V5 mensual (en NOAA/CPC).,°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutra,Condiciones neutras
